Timestamp,ns=2;i=201732,ns=2;i=201972,ns=2;i=202672,ns=2;i=202732,ns=2;i=140842,ns=2;i=235662,ns=2;i=36082,ns=2;i=148192,ns=2;i=148392,ns=2;i=148592,ns=2;i=148792,ns=2;i=148992,ns=2;i=149192,ns=2;i=192502,ns=2;i=201202,ns=2;i=201332,ns=2;i=201692,ns=2;i=202422,ns=2;i=202472,ns=2;i=202582,ns=2;i=207272,ns=2;i=207422,ns=2;i=207572,ns=2;i=207722,ns=2;i=207872,ns=2;i=227042,ns=2;i=227052,ns=2;i=115002,ns=2;i=194562,ns=2;i=199612,ns=2;i=231922,ns=2;i=34012,ns=2;i=34652,ns=2;i=596352,ns=2;i=209042,ns=2;i=202232,ns=2;i=21042,ns=2;i=21052,ns=2;i=21162,ns=2;i=21182,ns=2;i=21422,ns=2;i=21432,ns=2;i=21442,ns=2;i=21472,ns=2;i=21482,ns=2;i=22402,ns=2;i=766152,ns=2;i=767082,ns=2;i=767092,ns=2;i=201722,
2019/04/22 02:20:40.8033,6.754157,6.440265,1.023769,3.024,30.232,-0.07633884,,299.8,309.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/22 02:20:41.3345,6.754157,6.440265,1.023769,3.024,30.232,-0.09542355,,299.8,309.8,306.8,306.9,310,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/22 02:20:41.7874,6.754157,6.440265,1.023769,3.024,30.232,1.393184,,299.8,309.8,306.9,307,309.9,309.9,,0.4,600,0,1.413345,1590.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/22 02:20:42.2798,6.754157,6.440265,1.023769,3.024,30.232,15.36319,,299.9,309.8,306.9,306.9,310,309.9,,0.4,600,0,1.413345,1590.821,0.234,279.9,294.9,304.9,310,315,2.213339,257.6436,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/22 02:20:42.7797,6.754157,6.440265,1.023769,3.024,30.232,143.4025,,299.9,309.8,307,306.9,310,309.9,,0.4,600,0,1.413345,1590.821,0.234,279.9,294.9,304.9,310,315,1.660004,624.0701,38,90,0.1349267,-624.0701,-0.3439103,0,-0.5533348,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/22 02:20:43.2796,6.754157,6.440265,1.023769,3.024,30.232,299.9926,,299.9,309.8,307,306.9,310,309.9,,0.4,600,0,1.413345,1590.821,0.234,279.9,294.9,304.9,310,315,-0.1844449,0,38,90,0.1349267,0,-0.3439103,0,0.1844449,42,0,5.989258,6.103702,11.34871,0.2746666,-1.1,0,-0.2099673,0,0,0,0,0,0,0
2019/04/22 02:20:43.7795,6.754157,6.440265,1.023769,3.024,30.232,300.0117,,299.9,309.8,307,306.9,310,309.9,,0.4,600,0,1.413345,1590.821,0.234,279.9,294.9,304.9,310,315,-0.1844449,0,38,90,0.1349267,0,-0.3439103,0,0.1844449,42,0,5.989258,5.996888,11.34871,0.3814814,-1.045,0,-0.2099673,0.72,0,181.6157,121.7724,3.41,0.274,-6.838897
2019/04/22 02:20:44.2794,6.754157,6.440265,1.023769,3.024,30.232,300.0117,,299.9,309.8,306.9,306.9,309.9,310,,0.4,600,0,1.413345,1590.821,0.234,279.9,294.9,304.9,309.9,315,-0.3688898,0,38,90,0.1349267,0,-0.3439103,0,0.3688898,42,0,5.989258,6.15711,11.34871,0.2899258,-1.155,0,-0.2099673,0.675,0,181.5394,121.7724,3.41,0.274,-6.838897
2019/04/22 02:20:44.7792,6.754157,6.440265,1.023769,3.024,30.232,299.9926,,299.9,309.8,306.9,306.9,309.9,310,,0.4,600,0,1.413345,1590.821,0.234,279.9,294.9,304.9,309.9,315,0,0,38,90,0.1349267,0,0,0,0,42,0,0,0.5722221,11.34871,0.4119999,-0.935,0,-0.2099673,0.54,0,180.6009,121.7724,3.41,0.274,-6.838897
2019/04/22 02:20:45.2791,6.754157,6.440265,1.023769,3.024,30.232,300.0117,,299.9,309.9,306.8,306.9,310,309.9,,0.4,600,0,1.413345,1590.821,0.234,280,295,304.9,309.9,315,-0.1844449,0,38,90,0.1349267,0,0,0,0.1844449,42,0,0,0.4882962,11.34871,0.4119999,-0.825,0,-0.2099673,0.72,0,180.4407,121.7724,3.41,0.274,-6.838897
